Genes	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ENSRNOG00000013954	49	40	34	39	29	75	66	59	70	30
ENSRNOG00000057067	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014241	285	205	184	144	132	203	160	153	270	128
ENSRNOG00000014368	385	285	395	316	245	360	261	274	372	247
ENSRNOG00000014445	304	318	357	323	278	391	284	290	368	264
ENSRNOG00000014909	2	2	4	0	1	1	1	0	2	0
ENSRNOG00000014970	9	5	10	3	5	3	4	1	6	3
ENSRNOG00000015079	198	152	149	145	148	249	191	206	284	162
ENSRNOG00000015385	5329	3548	4292	3660	3426	4612	3374	3245	4470	3434
ENSRNOG00000049609	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015677	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049700	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043113	3	1	0	0	0	1	0	0	0	0
ENSRNOG00000037091	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000016010	215	157	174	153	163	232	113	141	215	166
ENSRNOG00000016322	15	8	8	6	4	15	10	12	18	7
ENSRNOG00000027882	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016553	1	3	1	0	2	0	0	2	0	1
ENSRNOG00000058154	0	2	1	2	3	5	3	4	1	1
ENSRNOG00000027731	13	11	8	7	5	3	5	3	4	6
ENSRNOG00000016647	7	8	11	6	4	2	3	2	3	3
ENSRNOG00000016798	0	0	3	1	0	1	1	0	2	0
ENSRNOG00000016826	26	20	14	18	29	17	21	6	25	12
ENSRNOG00000016838	333	244	201	213	194	298	267	296	352	205
ENSRNOG00000054051	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016945	7	5	21	4	5	7	14	26	14	30
ENSRNOG00000017024	1	2	0	0	0	0	0	0	1	1
ENSRNOG00000017037	16	16	10	20	16	27	3	9	26	8
ENSRNOG00000017244	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000017401	12	14	18	12	4	7	9	9	10	9
ENSRNOG00000049761	0	0	2	0	2	2	0	0	0	0
ENSRNOG00000049402	43	20	30	29	27	21	28	37	42	22
ENSRNOG00000042696	83	41	51	45	33	57	46	38	45	46
ENSRNOG00000007330	440	342	364	378	290	383	331	377	445	294
ENSRNOG00000017706	15	13	23	10	9	17	4	18	19	10
ENSRNOG00000017780	104	62	61	57	49	69	63	58	62	52
ENSRNOG00000017899	9	8	5	3	3	3	4	3	4	7
ENSRNOG00000017979	19	10	12	6	6	7	10	14	14	9
ENSRNOG00000018097	322	206	262	206	188	259	225	225	291	167
ENSRNOG00000018183	2303	1785	1844	1620	1235	1608	1105	1217	1531	1095
ENSRNOG00000061876	465	272	297	329	269	360	253	325	278	255
ENSRNOG00000046923	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018739	2	1	2	0	1	0	0	3	3	0
ENSRNOG00000018867	21	13	21	24	23	14	19	21	19	26
ENSRNOG00000044599	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049959	0	1	0	0	0	0	0	0	0	1
ENSRNOG00000052537	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053597	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050636	254	199	212	152	134	203	166	165	201	122
ENSRNOG00000054390	1	2	5	1	3	2	2	1	7	3
ENSRNOG00000061263	1	0	0	0	0	0	0	1	0	0
ENSRNOG00000006327	12	9	12	13	6	8	5	6	13	5
ENSRNOG00000045586	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054998	3	0	0	0	0	0	0	0	0	0
ENSRNOG00000037079	0	0	0	1	1	0	0	0	1	0
ENSRNOG00000006855	1	0	0	0	0	2	0	3	1	1
ENSRNOG00000006950	2	0	1	0	0	0	0	0	2	0
ENSRNOG00000007067	4	2	3	0	0	0	1	1	2	2
ENSRNOG00000007574	5	6	8	4	6	1	1	1	3	1
ENSRNOG00000007967	2285	1630	1727	1348	1066	1673	1265	1335	1661	1060
ENSRNOG00000008052	64	54	43	51	31	43	44	56	55	27
ENSRNOG00000008257	6	7	5	2	8	5	5	3	8	2
ENSRNOG00000008334	15	4	3	8	1	2	12	4	5	8
ENSRNOG00000008427	16	28	12	15	13	18	15	19	27	15
ENSRNOG00000033916	1	3	1	6	6	6	4	4	6	3
ENSRNOG00000054412	0	4	0	1	1	0	0	1	2	1
ENSRNOG00000009058	3	0	0	0	0	1	0	0	1	0
ENSRNOG00000009183	241	215	222	208	172	283	182	209	283	194
ENSRNOG00000014305	130	94	93	90	107	118	75	85	145	57
ENSRNOG00000023346	0	3	0	2	2	3	2	4	2	1
ENSRNOG00000047967	5	0	0	0	0	0	1	0	2	2
ENSRNOG00000057085	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009222	12	11	10	11	6	12	10	2	22	11
ENSRNOG00000023008	136	91	100	111	81	122	75	84	107	71
ENSRNOG00000052368	1	0	0	0	1	0	0	1	1	1
ENSRNOG00000009897	16	15	18	16	25	9	10	13	24	8
ENSRNOG00000029079	6126	5706	5313	5191	3455	10538	7665	10986	9580	4064
ENSRNOG00000054155	2	0	0	0	0	0	0	0	2	0
ENSRNOG00000010436	81	33	57	34	26	64	28	24	47	33
ENSRNOG00000033556	377	326	268	242	228	333	256	267	392	231
ENSRNOG00000060917	1	2	0	0	1	2	0	4	1	0
ENSRNOG00000011774	242	262	234	247	236	246	207	216	263	267
ENSRNOG00000011970	9	7	6	8	7	7	2	2	3	4
ENSRNOG00000021526	288	219	195	185	168	172	141	122	177	148
ENSRNOG00000012163	574	411	492	406	287	519	379	322	485	335
ENSRNOG00000012274	444	331	348	388	332	450	332	332	452	257
ENSRNOG00000051225	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012315	1	2	1	0	0	1	0	1	1	0
ENSRNOG00000012503	132	97	120	98	73	128	125	121	137	75
ENSRNOG00000012944	35	57	45	40	24	40	50	40	52	33
ENSRNOG00000013628	6	5	0	1	1	7	3	2	13	8
ENSRNOG00000013745	2	0	1	1	0	1	0	1	2	0
ENSRNOG00000013783	65	63	85	61	68	75	88	84	103	42
ENSRNOG00000028064	4	2	7	5	2	6	4	10	8	5
ENSRNOG00000014197	10	7	11	14	11	8	23	23	23	19
ENSRNOG00000014322	7	3	9	4	5	6	7	12	4	8
ENSRNOG00000052409	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060181	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057262	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054558	1	0	0	0	0	1	0	0	0	0
ENSRNOG00000033522	286	201	221	200	159	225	165	172	212	175
ENSRNOG00000061177	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030596	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014961	18	12	12	6	6	17	13	7	13	8
ENSRNOG00000059172	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015264	1	0	0	0	1	0	1	0	1	3
ENSRNOG00000027328	1	3	2	0	0	0	0	1	2	0
ENSRNOG00000050976	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027142	0	0	0	0	0	0	1	0	1	0
ENSRNOG00000027278	43	34	23	26	26	24	29	11	24	24
ENSRNOG00000026613	0	0	0	0	0	1	1	0	0	1
ENSRNOG00000043039	0	0	0	1	1	0	0	0	0	0
ENSRNOG00000037035	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000053942	0	0	0	0	0	0	0	1	0	1
ENSRNOG00000027000	2	1	0	0	0	0	0	0	0	0
ENSRNOG00000042820	1	0	0	0	0	0	0	1	0	0
ENSRNOG00000026782	1	0	1	0	0	0	0	0	0	0
ENSRNOG00000050089	0	0	1	0	0	0	0	0	2	0
ENSRNOG00000037030	0	0	0	0	1	0	1	0	0	1
ENSRNOG00000042808	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057838	5	9	6	12	14	24	5	11	14	13
ENSRNOG00000015736	156	128	128	104	68	97	65	60	91	55
ENSRNOG00000016443	2751	1991	2330	1843	1461	2131	1791	1648	2100	1630
ENSRNOG00000016575	41	42	34	24	30	36	26	23	56	16
ENSRNOG00000016782	4	2	0	0	0	4	4	0	3	3
ENSRNOG00000055061	1	1	1	1	3	3	1	1	2	0
ENSRNOG00000058695	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051876	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055770	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059160	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056673	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025261	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000058404	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056253	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058969	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055071	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060118	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054488	4	11	8	11	10	10	8	4	14	8
ENSRNOG00000054302	3	3	5	2	1	2	0	6	5	0
ENSRNOG00000033792	2	0	1	0	1	2	0	0	0	1
ENSRNOG00000060234	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047911	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046447	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056374	5	5	5	2	1	2	2	2	5	2
ENSRNOG00000024139	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046424	88	55	59	49	51	64	40	36	58	45
ENSRNOG00000007763	89	71	75	62	70	78	87	101	118	64
ENSRNOG00000007968	171	144	148	115	107	154	124	122	152	116
ENSRNOG00000008141	616	1405	1230	1899	687	1139	727	1553	618	863
ENSRNOG00000008176	1057	2614	2050	2426	242	1063	764	6039	1270	485
ENSRNOG00000008345	89	91	88	76	71	79	72	57	93	54
ENSRNOG00000008553	41	28	28	29	27	17	26	16	23	21
ENSRNOG00000055715	3	0	0	0	1	1	0	0	2	0
ENSRNOG00000008619	32	36	23	17	23	37	20	27	44	23
ENSRNOG00000008911	4	3	0	3	2	0	1	2	2	0
ENSRNOG00000031641	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009134	30	20	22	15	11	23	23	40	24	21
ENSRNOG00000009217	197	142	153	140	140	188	137	136	207	132
ENSRNOG00000058247	0	0	0	3	0	0	0	0	1	0
ENSRNOG00000009298	45	37	53	44	21	42	44	28	34	23
ENSRNOG00000009409	0	0	0	2	0	0	1	0	0	0
ENSRNOG00000026447	2	6	1	7	9	2	1	2	1	5
ENSRNOG00000041579	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009575	92	68	76	72	52	97	64	55	88	73
ENSRNOG00000051524	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009615	745	606	618	532	356	563	416	465	571	362
ENSRNOG00000009589	2	2	3	0	0	0	0	1	1	0
ENSRNOG00000059798	0	0	1	1	0	0	0	0	1	0
ENSRNOG00000010719	144	101	157	105	115	160	91	129	132	104
ENSRNOG00000011078	1	0	0	0	2	0	1	0	0	1
ENSRNOG00000011258	16	8	1	5	1	12	8	7	6	2
ENSRNOG00000012455	105	89	84	146	117	128	110	105	161	95
ENSRNOG00000059686	1	0	1	0	0	1	1	1	1	1
ENSRNOG00000023452	9	1	4	4	12	4	6	6	11	4
ENSRNOG00000045061	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013474	362	295	364	331	212	331	254	239	370	254
ENSRNOG00000013498	57	39	72	44	40	50	35	47	48	36
ENSRNOG00000013603	294	250	270	262	218	343	216	269	310	227
ENSRNOG00000057626	2891	2419	2499	2853	2290	2613	2109	2417	2780	1819
ENSRNOG00000014986	537	340	460	464	306	425	312	387	451	267
ENSRNOG00000059002	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015850	30	12	12	8	8	10	15	6	30	7
ENSRNOG00000037027	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015962	57	39	58	32	30	46	39	48	48	32
ENSRNOG00000016200	58	60	44	59	40	79	62	62	75	49
ENSRNOG00000016313	47	60	54	68	58	76	33	35	56	29
ENSRNOG00000016398	499	343	364	327	263	340	252	309	428	260
ENSRNOG00000016846	29	29	12	16	14	29	20	16	24	13
ENSRNOG00000023152	65	60	73	56	28	75	42	78	60	55
ENSRNOG00000016949	89	73	61	50	40	65	43	60	63	40
ENSRNOG00000053174	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059428	0	1	0	0	0	0	1	0	0	0
ENSRNOG00000061404	0	0	3	0	2	0	0	0	1	0
ENSRNOG00000017212	64	85	29	39	44	56	48	34	64	29
ENSRNOG00000017523	203	171	117	86	105	146	90	112	196	66
ENSRNOG00000054768	8	2	4	6	13	1	11	10	11	0
ENSRNOG00000035623	40	108	102	395	338	95	206	342	95	135
ENSRNOG00000017528	92	69	71	76	79	89	77	64	75	57
ENSRNOG00000017693	1	2	1	3	1	5	1	3	3	1
ENSRNOG00000036951	0	0	2	6	3	2	0	0	4	0
ENSRNOG00000021355	4	0	0	1	0	5	2	3	6	1
ENSRNOG00000056723	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000017895	26	17	20	48	20	30	24	53	48	29
ENSRNOG00000017940	889	771	761	859	773	1029	924	965	1101	816
ENSRNOG00000053216	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000046115	2	0	0	0	0	0	0	1	0	0
ENSRNOG00000018229	1	1	0	0	1	0	1	0	0	1
ENSRNOG00000058186	67	49	47	39	41	93	25	37	94	41
ENSRNOG00000018289	415	331	368	387	297	397	281	316	400	302
ENSRNOG00000036942	1	0	0	0	0	0	0	1	0	0
ENSRNOG00000061673	1	0	0	0	0	0	0	0	1	0
ENSRNOG00000018393	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000018413	102	63	58	75	71	120	118	104	165	70
ENSRNOG00000030055	188	143	165	173	120	169	155	186	192	125
ENSRNOG00000018602	159	95	110	106	88	129	104	110	115	105
ENSRNOG00000050867	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052811	0	0	1	1	0	0	0	1	0	0
ENSRNOG00000027694	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000062113	0	0	1	0	0	1	0	0	1	0
ENSRNOG00000062092	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000008802	249	234	207	187	140	235	192	206	255	158
ENSRNOG00000026840	23	17	21	34	15	24	18	23	30	10
ENSRNOG00000009046	33	19	37	23	22	18	22	32	34	11
ENSRNOG00000003334	748	469	622	484	425	598	431	390	586	395
ENSRNOG00000009595	17	15	13	18	11	15	9	11	14	9
ENSRNOG00000009708	9	16	13	12	7	7	8	6	6	5
ENSRNOG00000010109	22	17	21	16	19	18	22	23	28	26
ENSRNOG00000022694	32	33	25	15	18	34	18	14	43	16
ENSRNOG00000021814	3	0	1	1	0	1	1	0	4	0
ENSRNOG00000010270	2	0	0	0	1	0	2	3	3	0
ENSRNOG00000010490	1	2	0	1	0	0	0	0	1	1
ENSRNOG00000010580	104	91	75	83	52	69	69	50	96	74
ENSRNOG00000060368	0	0	0	0	3	0	0	0	0	0
ENSRNOG00000010718	26	15	10	6	11	23	9	14	28	7
ENSRNOG00000010893	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000010953	106	95	69	79	65	69	63	78	84	69
ENSRNOG00000033722	101	65	61	53	50	71	56	68	99	58
ENSRNOG00000011104	1	2	5	2	0	3	4	3	6	2
ENSRNOG00000011268	6	0	9	5	3	2	2	5	4	3
ENSRNOG00000047760	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011550	4	1	0	0	7	2	2	0	1	0
ENSRNOG00000023112	0	0	0	0	0	1	0	0	1	0
ENSRNOG00000011967	12	7	2	1	1	2	0	3	6	3
ENSRNOG00000057128	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055828	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050137	2	1	6	2	1	1	1	0	4	0
ENSRNOG00000048893	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057386	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060458	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025034	65	27	40	28	21	35	40	41	44	31
ENSRNOG00000025030	23	6	12	7	5	3	3	11	11	5
ENSRNOG00000025000	299	250	257	194	166	236	194	192	242	175
ENSRNOG00000024796	137	91	111	129	103	122	97	106	113	101
ENSRNOG00000043193	3	1	3	2	1	4	0	1	4	0
ENSRNOG00000056358	4	3	4	0	0	0	2	1	3	2
ENSRNOG00000024707	0	0	0	1	0	0	0	3	1	0
ENSRNOG00000014805	9	11	6	4	6	12	7	6	10	4
ENSRNOG00000046227	235	209	184	183	148	170	169	149	207	146
ENSRNOG00000000156	1	0	0	0	4	1	0	1	0	0
ENSRNOG00000046803	4	0	0	1	3	2	0	0	3	0
ENSRNOG00000045913	98	63	81	93	95	108	61	86	111	82
ENSRNOG00000048616	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053592	4	1	8	5	4	10	12	2	8	13
ENSRNOG00000012586	5	3	3	10	8	11	3	9	15	14
ENSRNOG00000059071	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000024526	0	0	1	0	0	0	0	1	1	0
ENSRNOG00000012593	1	1	3	2	0	4	0	2	3	1
ENSRNOG00000013468	42	21	16	23	17	23	35	26	20	9
ENSRNOG00000013820	0	0	1	0	1	0	0	0	1	1
ENSRNOG00000013850	0	0	0	1	0	0	1	0	1	1
ENSRNOG00000014044	193	128	145	109	96	153	130	103	176	93
ENSRNOG00000014226	3	2	2	0	2	2	1	1	2	1
ENSRNOG00000042032	4	6	1	1	0	2	4	2	2	1
ENSRNOG00000024012	33	19	18	16	16	16	23	18	36	20
ENSRNOG00000014270	195	154	160	168	141	183	166	198	184	122
ENSRNOG00000014642	10	11	7	13	4	12	13	11	7	6
ENSRNOG00000055340	167	147	164	140	108	170	92	128	205	107
ENSRNOG00000036876	7	4	3	6	6	9	8	3	10	3
ENSRNOG00000015480	4	2	3	4	3	1	8	0	11	2
ENSRNOG00000057101	1	1	3	1	0	0	0	0	1	0
ENSRNOG00000016385	0	0	1	0	0	4	0	4	2	1
ENSRNOG00000023627	0	0	0	1	0	0	0	0	3	0
ENSRNOG00000042235	3	3	6	3	3	4	4	1	5	1
ENSRNOG00000016618	8	6	3	2	2	6	2	1	5	2
ENSRNOG00000055931	0	0	0	0	0	0	1	0	1	0
ENSRNOG00000016638	56	26	34	22	18	30	27	23	38	21
ENSRNOG00000016936	97	97	87	60	58	72	74	92	112	36
ENSRNOG00000060851	7	0	7	2	3	3	2	2	3	2
ENSRNOG00000017075	20	12	22	20	18	28	13	27	38	13
ENSRNOG00000017213	56	32	44	42	36	65	36	52	57	27
ENSRNOG00000017477	9	3	2	11	5	13	9	11	7	3
ENSRNOG00000017564	105	110	85	64	63	116	52	72	78	60
ENSRNOG00000042062	2	0	0	1	0	0	0	2	0	1
ENSRNOG00000030447	3	0	1	0	0	0	0	0	0	0
ENSRNOG00000017829	95	68	89	65	55	81	74	101	109	58
ENSRNOG00000059917	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042211	2	0	0	0	0	0	0	1	0	0
ENSRNOG00000018118	113	68	70	65	73	74	54	63	78	56
ENSRNOG00000018338	40	36	32	15	11	39	19	29	27	19
ENSRNOG00000036869	1	1	0	1	0	0	0	0	0	1
ENSRNOG00000043331	0	0	0	0	0	1	1	0	0	0
ENSRNOG00000018647	144	103	134	101	82	138	127	144	137	101
ENSRNOG00000018691	258	173	188	161	146	201	171	171	205	109
ENSRNOG00000019244	85	93	73	76	62	83	83	113	118	55
ENSRNOG00000019423	101	68	104	54	57	76	63	69	105	70
ENSRNOG00000019589	1	0	1	2	2	6	1	1	2	0
ENSRNOG00000022455	60	51	38	65	46	80	64	77	69	38
ENSRNOG00000019712	41	37	31	19	22	25	22	28	39	22
ENSRNOG00000022354	12	12	7	9	5	4	17	12	12	3
ENSRNOG00000022307	36	31	29	30	15	30	17	23	37	17
ENSRNOG00000019749	208	165	182	160	117	180	185	171	181	108
ENSRNOG00000019864	1	1	1	0	0	0	0	0	0	0
ENSRNOG00000054528	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000019979	23	11	10	11	10	24	12	20	18	14
ENSRNOG00000019981	346	247	314	195	186	306	198	239	332	164
ENSRNOG00000020106	0	0	0	0	0	0	1	0	1	0
ENSRNOG00000022012	2	0	1	0	1	1	0	0	0	0
ENSRNOG00000020132	4	0	4	5	1	0	0	2	2	4
ENSRNOG00000035595	0	0	0	6	7	0	0	10	1	2
ENSRNOG00000035650	4	17	1	92	79	10	3	19	6	19
ENSRNOG00000035508	0	10	1	81	65	13	9	18	6	9
ENSRNOG00000020199	2	5	2	6	5	2	4	0	5	3
ENSRNOG00000036856	0	0	2	0	0	1	0	1	0	0
ENSRNOG00000020205	216	184	148	114	140	148	130	139	218	102
ENSRNOG00000021802	10	8	11	12	15	8	9	11	12	16
ENSRNOG00000020244	1625	1473	1652	1646	1377	1896	1374	1249	1737	1458
ENSRNOG00000020295	1	0	7	0	0	1	2	2	3	5
ENSRNOG00000020302	11	10	10	13	3	14	16	7	20	4
ENSRNOG00000058885	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021392	36	25	41	15	23	32	20	24	33	13
ENSRNOG00000020342	9	1	6	3	1	5	1	3	3	2
ENSRNOG00000054596	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046702	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049427	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060291	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046469	1	0	2	2	1	0	1	1	3	1
ENSRNOG00000045622	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047132	2	3	2	1	1	3	0	2	4	1
ENSRNOG00000057227	27	16	18	21	21	25	19	12	27	26
ENSRNOG00000009893	47	40	23	29	31	37	40	46	46	30
ENSRNOG00000010171	307	280	252	294	232	258	249	227	266	277
ENSRNOG00000025811	4	3	3	3	3	3	4	5	7	5
ENSRNOG00000010365	3	1	0	0	4	2	1	3	3	2
ENSRNOG00000028993	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010208	4	12	8	12	8	26	36	61	40	6
ENSRNOG00000010838	252	160	177	155	162	256	192	201	220	166
ENSRNOG00000053806	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000052909	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051858	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009609	0	2	0	1	0	1	0	2	0	1
ENSRNOG00000009049	52	26	38	49	33	58	37	59	45	39
ENSRNOG00000008578	631	591	523	612	540	702	513	554	628	410
ENSRNOG00000019164	873	648	718	696	488	833	699	778	931	558
ENSRNOG00000008472	81	54	53	45	55	62	48	50	74	43
ENSRNOG00000008329	937	664	756	507	430	762	521	503	806	451
ENSRNOG00000056547	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007949	1	1	1	6	3	7	6	6	5	4
ENSRNOG00000059655	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039837	7	8	4	2	4	11	6	5	13	7
ENSRNOG00000025428	9	7	5	3	4	6	2	7	17	5
ENSRNOG00000048839	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004150	5	5	2	4	1	5	6	6	8	1
ENSRNOG00000004258	15	8	16	12	14	12	12	14	18	14
ENSRNOG00000057374	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035581	81	233	144	865	589	254	217	923	145	152
ENSRNOG00000035631	287	705	456	3096	1780	665	694	2967	539	377
ENSRNOG00000056398	4	3	1	1	4	7	8	6	5	4
ENSRNOG00000004265	18	8	10	6	9	13	10	6	18	2
ENSRNOG00000052721	121	89	85	101	69	121	106	98	112	87
ENSRNOG00000024138	2	0	0	0	0	0	0	1	1	0
ENSRNOG00000058015	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048063	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003470	275	225	240	247	241	288	250	233	278	210
ENSRNOG00000055364	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036569	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052813	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002986	9	1	7	2	2	10	7	7	4	3
ENSRNOG00000024053	0	0	0	0	0	0	2	1	0	0
ENSRNOG00000055487	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046042	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056906	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029778	102	10	14	7	8	21	16	28	31	17
ENSRNOG00000002848	2029	1899	2180	2582	1425	946	1334	1960	910	1463
ENSRNOG00000002960	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053418	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046063	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048500	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045894	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030819	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003054	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052951	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049449	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060946	10	10	15	11	6	15	12	18	16	17
ENSRNOG00000039762	0	1	0	2	0	0	0	0	0	0
ENSRNOG00000039759	6	5	1	12	7	5	8	4	11	2
ENSRNOG00000009646	0	0	0	0	1	0	1	2	0	0
ENSRNOG00000041877	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023383	972	871	853	931	789	896	775	953	1024	700
ENSRNOG00000032803	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057223	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047614	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003261	2324	1864	1903	1957	1655	2252	2139	2249	2270	1678
ENSRNOG00000023261	6	6	2	2	4	5	7	4	8	6
ENSRNOG00000039726	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003789	1	0	0	0	1	2	0	0	2	0
ENSRNOG00000062267	0	0	0	0	0	0	1	2	1	0
ENSRNOG00000003792	125	111	118	140	88	132	103	134	129	127
ENSRNOG00000053827	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023187	11	7	13	7	3	4	4	10	11	6
ENSRNOG00000023163	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000044968	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003858	91	62	79	77	64	103	70	80	114	60
ENSRNOG00000034240	225	141	159	159	138	163	118	151	173	139
ENSRNOG00000003227	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036568	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052762	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060358	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056452	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060484	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003228	299	349	260	250	271	449	406	443	611	348
ENSRNOG00000058059	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003229	92	81	86	66	63	96	63	56	125	57
ENSRNOG00000023094	1	0	1	1	0	0	0	0	0	0
ENSRNOG00000003370	0	1	0	1	0	0	0	0	0	0
ENSRNOG00000052635	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021452	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000021470	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003585	2	0	2	0	0	0	0	3	0	1
ENSRNOG00000039666	245	175	199	158	134	249	186	119	281	133
ENSRNOG00000003013	8	0	8	5	2	0	4	4	2	3
ENSRNOG00000003756	1	0	1	0	0	0	0	1	0	0
ENSRNOG00000003749	147	140	139	144	140	206	204	218	186	141
